start_time,esports_match_id,map_name,team_one_name,team_two_name,match_winner,map_winner,winning_team_final_map_score,losing_team_final_map_score
2/3/2018 1:09,10265,Ilios,San Francisco Shock,Florida Mayhem,San Francisco Shock,San Francisco Shock,2,0
2/3/2018 1:22,10265,Junkertown,Florida Mayhem,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,2
2/3/2018 2:10,10266,Eichenwalde,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,Houston Outlaws,3,2
2/3/2018 2:37,10266,Horizon Lunar Colony,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
2/3/2018 3:12,10266,Ilios,Seoul Dynasty,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,2,0
2/3/2018 3:29,10266,Junkertown,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,Houston Outlaws,3,2
2/3/2018 3:53,10266,Lijiang Tower,Seoul Dynasty,Houston Outlaws,Seoul Dynasty,Seoul Dynasty,2,1
2/3/2018 4:27,10267,Numbani,Boston Uprising,Los Angeles Gladiators,Boston Uprising,Boston Uprising,2,1
2/3/2018 4:46,10267,Temple of Anubis,Boston Uprising,Los Angeles Gladiators,Boston Uprising,Boston Uprising,2,1
2/3/2018 5:14,10267,Oasis,Los Angeles Gladiators,Boston Uprising,Boston Uprising,Boston Uprising,2,0
2/3/2018 5:29,10267,Dorado,Boston Uprising,Los Angeles Gladiators,Boston Uprising,Boston Uprising,3,2
2/3/2018 19:11,10268,Eichenwalde,London Spitfire,Shanghai Dragons,London Spitfire,London Spitfire,1,0
2/3/2018 19:26,10268,Horizon Lunar Colony,London Spitfire,Shanghai Dragons,London Spitfire,London Spitfire,1,0
2/3/2018 19:53,10268,Ilios,Shanghai Dragons,London Spitfire,London Spitfire,London Spitfire,2,0
2/3/2018 20:12,10268,Junkertown,London Spitfire,Shanghai Dragons,London Spitfire,London Spitfire,1,0
2/3/2018 20:52,10269,Numbani,New York Excelsior,Dallas Fuel,New York Excelsior,New York Excelsior,1,0
2/3/2018 21:08,10269,Temple of Anubis,New York Excelsior,Dallas Fuel,New York Excelsior,New York Excelsior,6,4
2/3/2018 21:57,10269,Oasis,Dallas Fuel,New York Excelsior,New York Excelsior,Dallas Fuel,2,1
2/3/2018 22:20,10269,Dorado,New York Excelsior,Dallas Fuel,New York Excelsior,New York Excelsior,2,1
2/3/2018 23:05,10270,Eichenwalde,Los Angeles Valiant,Boston Uprising,Boston Uprising,Boston Uprising,6,4
2/3/2018 23:37,10270,Horizon Lunar Colony,Los Angeles Valiant,Boston Uprising,Boston Uprising,Boston Uprising,2,1
2/4/2018 0:11,10270,Oasis,Boston Uprising,Los Angeles Valiant,Boston Uprising,Boston Uprising,2,0
2/4/2018 0:27,10270,Junkertown,Los Angeles Valiant,Boston Uprising,Boston Uprising,Boston Uprising,3,1
2/8/2018 0:10,10564,Eichenwalde,Dallas Fuel,Shanghai Dragons,Dallas Fuel,Shanghai Dragons,4,3
2/8/2018 0:59,10564,Horizon Lunar Colony,Dallas Fuel,Shanghai Dragons,Dallas Fuel,Dallas Fuel,3,2
2/8/2018 1:33,10564,Oasis,Shanghai Dragons,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,0
2/8/2018 1:47,10564,Dorado,Dallas Fuel,Shanghai Dragons,Dallas Fuel,Shanghai Dragons,4,3
2/8/2018 2:16,10564,Lijiang Tower,Shanghai Dragons,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,1
2/8/2018 2:53,10565,Numbani,Los Angeles Gladiators,San Francisco Shock,Los Angeles Gladiators,San Francisco Shock,3,2
2/8/2018 3:20,10565,Horizon Lunar Colony,Los Angeles Gladiators,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,1,0
2/8/2018 3:47,10565,Oasis,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
2/8/2018 4:04,10565,Junkertown,Los Angeles Gladiators,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,3,2
2/8/2018 4:44,10566,Eichenwalde,Seoul Dynasty,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,1
2/8/2018 5:14,10566,Temple of Anubis,Seoul Dynasty,Los Angeles Valiant,Los Angeles Valiant,draw,3,3
2/8/2018 5:53,10566,Oasis,Los Angeles Valiant,Seoul Dynasty,Los Angeles Valiant,Los Angeles Valiant,2,0
2/8/2018 6:12,10566,Dorado,Seoul Dynasty,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,2
2/8/2018 22:14,10567,Eichenwalde,Boston Uprising,Philadelphia Fusion,Boston Uprising,Boston Uprising,1,0
2/8/2018 22:29,10567,Horizon Lunar Colony,Boston Uprising,Philadelphia Fusion,Boston Uprising,Boston Uprising,4,3
2/8/2018 23:04,10567,Ilios,Philadelphia Fusion,Boston Uprising,Boston Uprising,Boston Uprising,2,0
2/8/2018 23:23,10567,Junkertown,Boston Uprising,Philadelphia Fusion,Boston Uprising,Boston Uprising,4,3
2/9/2018 0:20,10568,Eichenwalde,New York Excelsior,Florida Mayhem,New York Excelsior,New York Excelsior,2,1
2/9/2018 0:40,10568,Horizon Lunar Colony,New York Excelsior,Florida Mayhem,New York Excelsior,draw,2,2
2/9/2018 1:20,10568,Ilios,Florida Mayhem,New York Excelsior,New York Excelsior,New York Excelsior,2,0
2/9/2018 1:37,10568,Junkertown,New York Excelsior,Florida Mayhem,New York Excelsior,New York Excelsior,3,2
2/9/2018 2:24,10569,Eichenwalde,Houston Outlaws,London Spitfire,Houston Outlaws,Houston Outlaws,2,1
2/9/2018 2:45,10569,Temple of Anubis,Houston Outlaws,London Spitfire,Houston Outlaws,Houston Outlaws,2,1
2/9/2018 3:22,10569,Oasis,London Spitfire,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,0
2/9/2018 3:39,10569,Dorado,Houston Outlaws,London Spitfire,Houston Outlaws,London Spitfire,2,1
2/10/2018 0:11,10570,Eichenwalde,Dallas Fuel,Los Angeles Gladiators,Dallas Fuel,Dallas Fuel,1,0
2/10/2018 0:29,10570,Temple of Anubis,Dallas Fuel,Los Angeles Gladiators,Dallas Fuel,Dallas Fuel,3,2
2/10/2018 1:08,10570,Oasis,Los Angeles Gladiators,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,0
2/10/2018 1:23,10570,Dorado,Dallas Fuel,Los Angeles Gladiators,Dallas Fuel,Los Angeles Gladiators,3,0
2/10/2018 2:05,10571,Eichenwalde,San Francisco Shock,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,4,3
2/10/2018 2:36,10571,Temple of Anubis,San Francisco Shock,Seoul Dynasty,Seoul Dynasty,San Francisco Shock,1,0
2/10/2018 3:01,10571,Ilios,Seoul Dynasty,San Francisco Shock,Seoul Dynasty,San Francisco Shock,2,1
2/10/2018 3:22,10571,Dorado,San Francisco Shock,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
2/10/2018 3:46,10571,Lijiang Tower,Seoul Dynasty,San Francisco Shock,Seoul Dynasty,Seoul Dynasty,2,0
2/10/2018 4:25,10572,Numbani,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,5,3
2/10/2018 4:55,10572,Temple of Anubis,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,1
2/10/2018 5:25,10572,Ilios,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,2,0
2/10/2018 5:39,10572,Junkertown,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,3,0
2/10/2018 19:13,10573,Eichenwalde,London Spitfire,New York Excelsior,New York Excelsior,London Spitfire,3,2
2/10/2018 19:37,10573,Temple of Anubis,London Spitfire,New York Excelsior,New York Excelsior,New York Excelsior,2,1
2/10/2018 20:16,10573,Ilios,New York Excelsior,London Spitfire,New York Excelsior,New York Excelsior,2,0
2/10/2018 20:35,10573,Dorado,London Spitfire,New York Excelsior,New York Excelsior,London Spitfire,3,2
2/10/2018 21:02,10573,Lijiang Tower,New York Excelsior,London Spitfire,New York Excelsior,New York Excelsior,2,0
2/10/2018 21:43,10574,Eichenwalde,Boston Uprising,Houston Outlaws,Houston Outlaws,Houston Outlaws,3,2
2/10/2018 22:09,10574,Temple of Anubis,Boston Uprising,Houston Outlaws,Houston Outlaws,Boston Uprising,2,1
2/10/2018 22:39,10574,Ilios,Houston Outlaws,Boston Uprising,Houston Outlaws,Boston Uprising,2,0
2/10/2018 22:53,10574,Dorado,Boston Uprising,Houston Outlaws,Houston Outlaws,Houston Outlaws,3,2
2/10/2018 23:18,10574,Lijiang Tower,Houston Outlaws,Boston Uprising,Houston Outlaws,Houston Outlaws,2,1
2/11/2018 0:06,10575,Numbani,Philadelphia Fusion,Florida Mayhem,Philadelphia Fusion,Philadelphia Fusion,3,2
2/11/2018 0:30,10575,Horizon Lunar Colony,Philadelphia Fusion,Florida Mayhem,Philadelphia Fusion,Florida Mayhem,2,1
2/11/2018 1:00,10575,Oasis,Florida Mayhem,Philadelphia Fusion,Philadelphia Fusion,Florida Mayhem,2,0
2/11/2018 1:18,10575,Junkertown,Philadelphia Fusion,Florida Mayhem,Philadelphia Fusion,Philadelphia Fusion,2,1
2/11/2018 1:37,10575,Lijiang Tower,Florida Mayhem,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,1
2/11/2018 2:18,10537,Dorado,Houston Outlaws,London Spitfire,London Spitfire,Houston Outlaws,2,1
2/11/2018 2:37,10537,Ilios,London Spitfire,Houston Outlaws,London Spitfire,London Spitfire,2,0
2/11/2018 3:01,10537,Temple of Anubis,Houston Outlaws,London Spitfire,London Spitfire,London Spitfire,2,0
2/11/2018 3:21,10537,Eichenwalde,Houston Outlaws,London Spitfire,London Spitfire,London Spitfire,1,0
2/11/2018 4:04,10539,Junkertown,New York Excelsior,London Spitfire,London Spitfire,New York Excelsior,4,3
2/11/2018 4:33,10539,Oasis,London Spitfire,New York Excelsior,London Spitfire,New York Excelsior,2,0
2/11/2018 5:02,10539,Horizon Lunar Colony,New York Excelsior,London Spitfire,London Spitfire,London Spitfire,3,2
2/11/2018 5:29,10539,Numbani,New York Excelsior,London Spitfire,London Spitfire,London Spitfire,1,0
2/11/2018 5:51,10539,Dorado,New York Excelsior,London Spitfire,London Spitfire,London Spitfire,2,1
2/22/2018 0:14,10278,Volskaya Industries,Los Angeles Valiant,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,0
2/22/2018 0:36,10278,Nepal,Seoul Dynasty,Los Angeles Valiant,Seoul Dynasty,Seoul Dynasty,2,0
2/22/2018 1:03,10278,King's Row,Los Angeles Valiant,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
2/22/2018 1:26,10278,Route 66,Los Angeles Valiant,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,0
2/22/2018 2:10,10279,Volskaya Industries,Shanghai Dragons,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,0
2/22/2018 2:26,10279,Nepal,Dallas Fuel,Shanghai Dragons,Dallas Fuel,Dallas Fuel,2,0
2/22/2018 2:51,10279,Hollywood,Shanghai Dragons,Dallas Fuel,Dallas Fuel,Shanghai Dragons,4,3
2/22/2018 3:18,10279,Route 66,Shanghai Dragons,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,1
2/22/2018 4:08,10280,Hanamura,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,4,3
2/22/2018 4:40,10280,Nepal,Los Angeles Gladiators,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,2,1
2/22/2018 5:13,10280,King's Row,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,1
2/22/2018 5:33,10280,Watchpoint: Gibraltar,San Francisco Shock,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,1
2/23/2018 0:11,10281,Volskaya Industries,London Spitfire,Houston Outlaws,Houston Outlaws,London Spitfire,4,3
2/23/2018 0:41,10281,Nepal,Houston Outlaws,London Spitfire,Houston Outlaws,Houston Outlaws,2,1
2/23/2018 1:15,10281,King's Row,London Spitfire,Houston Outlaws,Houston Outlaws,Houston Outlaws,4,3
2/23/2018 1:39,10281,Route 66,London Spitfire,Houston Outlaws,Houston Outlaws,London Spitfire,2,1
2/23/2018 1:59,10281,Ilios,Houston Outlaws,London Spitfire,Houston Outlaws,Houston Outlaws,2,0
2/23/2018 2:38,10282,Hanamura,Florida Mayhem,New York Excelsior,New York Excelsior,New York Excelsior,5,4
2/23/2018 3:13,10282,Lijiang Tower,New York Excelsior,Florida Mayhem,New York Excelsior,Florida Mayhem,2,1
2/23/2018 3:48,10282,King's Row,Florida Mayhem,New York Excelsior,New York Excelsior,New York Excelsior,3,2
2/23/2018 4:16,10282,Watchpoint: Gibraltar,Florida Mayhem,New York Excelsior,New York Excelsior,New York Excelsior,3,1
2/23/2018 4:54,10283,Hanamura,Philadelphia Fusion,Boston Uprising,Philadelphia Fusion,Philadelphia Fusion,2,1
2/23/2018 5:13,10283,Lijiang Tower,Boston Uprising,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,1
2/23/2018 5:45,10283,Hollywood,Philadelphia Fusion,Boston Uprising,Philadelphia Fusion,Philadelphia Fusion,4,3
2/23/2018 6:12,10283,Watchpoint: Gibraltar,Philadelphia Fusion,Boston Uprising,Philadelphia Fusion,Philadelphia Fusion,5,4
2/24/2018 0:10,10284,Volskaya Industries,New York Excelsior,London Spitfire,London Spitfire,London Spitfire,2,0
2/24/2018 0:32,10284,Lijiang Tower,London Spitfire,New York Excelsior,London Spitfire,New York Excelsior,2,0
2/24/2018 1:02,10284,King's Row,New York Excelsior,London Spitfire,London Spitfire,New York Excelsior,2,1
2/24/2018 1:24,10284,Watchpoint: Gibraltar,New York Excelsior,London Spitfire,London Spitfire,London Spitfire,3,2
2/24/2018 1:46,10284,Ilios,London Spitfire,New York Excelsior,London Spitfire,London Spitfire,2,0
2/24/2018 2:23,10285,Hanamura,Los Angeles Gladiators,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,1
2/24/2018 2:44,10285,Lijiang Tower,Dallas Fuel,Los Angeles Gladiators,Dallas Fuel,Los Angeles Gladiators,2,1
2/24/2018 3:19,10285,King's Row,Los Angeles Gladiators,Dallas Fuel,Dallas Fuel,Dallas Fuel,4,3
2/24/2018 3:46,10285,Watchpoint: Gibraltar,Los Angeles Gladiators,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,0
2/24/2018 4:30,10286,Hanamura,Seoul Dynasty,San Francisco Shock,Seoul Dynasty,San Francisco Shock,2,1
2/24/2018 4:52,10286,Lijiang Tower,San Francisco Shock,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
2/24/2018 5:26,10286,Hollywood,Seoul Dynasty,San Francisco Shock,Seoul Dynasty,Seoul Dynasty,3,2
2/24/2018 5:49,10286,Watchpoint: Gibraltar,Seoul Dynasty,San Francisco Shock,Seoul Dynasty,Seoul Dynasty,3,2
2/24/2018 21:11,10287,Hanamura,Florida Mayhem,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,0
2/24/2018 21:28,10287,Nepal,Philadelphia Fusion,Florida Mayhem,Philadelphia Fusion,Philadelphia Fusion,2,0
2/24/2018 21:55,10287,Hollywood,Florida Mayhem,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,0
2/24/2018 22:19,10287,Watchpoint: Gibraltar,Florida Mayhem,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,1
2/24/2018 23:05,10288,Hanamura,Houston Outlaws,Boston Uprising,Houston Outlaws,Houston Outlaws,4,3
2/24/2018 23:33,10288,Lijiang Tower,Boston Uprising,Houston Outlaws,Houston Outlaws,Houston Outlaws,2,0
2/24/2018 23:59,10288,King's Row,Houston Outlaws,Boston Uprising,Houston Outlaws,Houston Outlaws,5,4
2/25/2018 0:30,10288,Watchpoint: Gibraltar,Houston Outlaws,Boston Uprising,Houston Outlaws,Houston Outlaws,1,0
2/25/2018 1:06,10289,Hanamura,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,draw,3,3
2/25/2018 1:36,10289,Lijiang Tower,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,1
2/25/2018 2:05,10289,King's Row,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,3,2
2/25/2018 2:31,10289,Watchpoint: Gibraltar,Los Angeles Valiant,Shanghai Dragons,Los Angeles Valiant,Los Angeles Valiant,1,0
3/1/2018 0:12,10290,Hanamura,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,4,3
3/1/2018 0:37,10290,Nepal,Seoul Dynasty,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,2,1
3/1/2018 1:08,10290,Hollywood,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Dallas Fuel,3,2
3/1/2018 1:32,10290,Route 66,Dallas Fuel,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
3/1/2018 2:22,10291,Volskaya Industries,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,San Francisco Shock,3,2
3/1/2018 2:50,10291,Lijiang Tower,Los Angeles Valiant,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,2,0
3/1/2018 3:14,10291,King's Row,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,4,3
3/1/2018 3:43,10291,Watchpoint: Gibraltar,San Francisco Shock,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,5,4
3/1/2018 4:34,10292,Volskaya Industries,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
3/1/2018 4:52,10292,Nepal,Los Angeles Gladiators,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,2,0
3/1/2018 5:17,10292,King's Row,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,2
3/1/2018 5:39,10292,Route 66,Shanghai Dragons,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,3,0
3/2/2018 0:12,10293,Volskaya Industries,London Spitfire,Florida Mayhem,London Spitfire,Florida Mayhem,4,3
3/2/2018 0:40,10293,Lijiang Tower,Florida Mayhem,London Spitfire,London Spitfire,London Spitfire,2,0
3/2/2018 1:08,10293,King's Row,London Spitfire,Florida Mayhem,London Spitfire,London Spitfire,1,0
3/2/2018 1:23,10293,Route 66,London Spitfire,Florida Mayhem,London Spitfire,London Spitfire,3,2
3/2/2018 2:12,10294,Volskaya Industries,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Houston Outlaws,3,2
3/2/2018 2:36,10294,Nepal,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Houston Outlaws,2,0
3/2/2018 3:05,10294,Hollywood,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,2,1
3/2/2018 3:28,10294,Route 66,Philadelphia Fusion,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,1,0
3/2/2018 3:44,10294,Ilios,Houston Outlaws,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,1
3/2/2018 4:26,10295,Hanamura,Boston Uprising,New York Excelsior,New York Excelsior,New York Excelsior,2,1
3/2/2018 4:52,10295,Nepal,New York Excelsior,Boston Uprising,New York Excelsior,New York Excelsior,2,1
3/2/2018 5:26,10295,King's Row,Boston Uprising,New York Excelsior,New York Excelsior,New York Excelsior,3,2
3/2/2018 5:51,10295,Watchpoint: Gibraltar,Boston Uprising,New York Excelsior,New York Excelsior,New York Excelsior,3,0
3/3/2018 0:14,10296,Volskaya Industries,Florida Mayhem,Boston Uprising,Boston Uprising,Boston Uprising,2,0
3/3/2018 0:31,10296,Lijiang Tower,Boston Uprising,Florida Mayhem,Boston Uprising,Boston Uprising,2,1
3/3/2018 1:05,10296,Hollywood,Florida Mayhem,Boston Uprising,Boston Uprising,Boston Uprising,3,1
3/3/2018 1:28,10296,Route 66,Florida Mayhem,Boston Uprising,Boston Uprising,Boston Uprising,3,0
3/3/2018 2:13,10297,Hanamura,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,2,1
3/3/2018 2:38,10297,Nepal,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,Los Angeles Gladiators,2,0
3/3/2018 3:06,10297,Hollywood,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,2,1
3/3/2018 3:24,10297,Watchpoint: Gibraltar,Seoul Dynasty,Los Angeles Gladiators,Seoul Dynasty,Seoul Dynasty,1,0
3/3/2018 4:02,10298,Hanamura,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,Los Angeles Valiant,2,1
3/3/2018 4:25,10298,Nepal,Dallas Fuel,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,1
3/3/2018 4:57,10298,Hollywood,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,Los Angeles Valiant,2,1
3/3/2018 5:16,10298,Watchpoint: Gibraltar,Los Angeles Valiant,Dallas Fuel,Los Angeles Valiant,Dallas Fuel,3,2
3/3/2018 21:13,10299,Hanamura,London Spitfire,Philadelphia Fusion,London Spitfire,London Spitfire,1,0
3/3/2018 21:27,10299,Nepal,Philadelphia Fusion,London Spitfire,London Spitfire,London Spitfire,2,0
3/3/2018 21:55,10299,Hollywood,London Spitfire,Philadelphia Fusion,London Spitfire,London Spitfire,1,0
3/3/2018 22:11,10299,Route 66,London Spitfire,Philadelphia Fusion,London Spitfire,London Spitfire,2,1
3/3/2018 23:01,10300,Volskaya Industries,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,1,0
3/3/2018 23:15,10300,Lijiang Tower,Houston Outlaws,New York Excelsior,New York Excelsior,New York Excelsior,2,1
3/3/2018 23:48,10300,King's Row,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,6,5
3/4/2018 0:19,10300,Route 66,New York Excelsior,Houston Outlaws,New York Excelsior,New York Excelsior,2,1
3/4/2018 1:04,10301,Hanamura,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,1,0
3/4/2018 1:18,10301,Nepal,Shanghai Dragons,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,1
3/4/2018 1:49,10301,King's Row,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,3,2
3/4/2018 2:14,10301,Watchpoint: Gibraltar,San Francisco Shock,Shanghai Dragons,San Francisco Shock,San Francisco Shock,5,4
3/8/2018 0:14,10302,Volskaya Industries,Shanghai Dragons,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,1
3/8/2018 0:38,10302,Lijiang Tower,Seoul Dynasty,Shanghai Dragons,Seoul Dynasty,Seoul Dynasty,2,0
3/8/2018 1:03,10302,King's Row,Shanghai Dragons,Seoul Dynasty,Seoul Dynasty,Shanghai Dragons,1,0
3/8/2018 1:18,10302,Route 66,Shanghai Dragons,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,3,2
3/8/2018 2:11,10303,Volskaya Industries,Dallas Fuel,San Francisco Shock,San Francisco Shock,draw,4,4
3/8/2018 2:43,10303,Lijiang Tower,San Francisco Shock,Dallas Fuel,San Francisco Shock,San Francisco Shock,2,1
3/8/2018 3:16,10303,King's Row,Dallas Fuel,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,1
3/8/2018 3:37,10303,Route 66,Dallas Fuel,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,1
3/8/2018 4:22,10304,Hanamura,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Gladiators,Los Angeles Gladiators,5,4
3/8/2018 4:54,10304,Lijiang Tower,Los Angeles Valiant,Los Angeles Gladiators,Los Angeles Gladiators,Los Angeles Gladiators,2,0
3/8/2018 5:25,10304,Hollywood,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Gladiators,Los Angeles Gladiators,2,1
3/8/2018 5:46,10304,Watchpoint: Gibraltar,Los Angeles Gladiators,Los Angeles Valiant,Los Angeles Gladiators,Los Angeles Gladiators,6,5
3/9/2018 0:12,10305,Volskaya Industries,Seoul Dynasty,Philadelphia Fusion,Seoul Dynasty,Seoul Dynasty,4,3
3/9/2018 0:40,10305,Lijiang Tower,Philadelphia Fusion,Seoul Dynasty,Seoul Dynasty,Seoul Dynasty,2,0
3/9/2018 1:07,10305,King's Row,Seoul Dynasty,Philadelphia Fusion,Seoul Dynasty,Philadelphia Fusion,5,3
