start_time,esports_match_id,map_name,team_one_name,team_two_name,match_winner,map_winner,winning_team_final_map_score,losing_team_final_map_score
2020-07-24 20:23:18,34823,Havana,Atlanta Reign,Boston Uprising,Atlanta Reign,Atlanta Reign,2,1
2020-07-24 21:01:22,34822,Oasis,Florida Mayhem,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
2020-07-24 21:17:17,34822,King's Row,Florida Mayhem,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
2020-07-24 21:51:52,34822,Temple of Anubis,Florida Mayhem,San Francisco Shock,San Francisco Shock,Florida Mayhem,3,2
2020-07-24 22:19:47,34822,Watchpoint: Gibraltar,Florida Mayhem,San Francisco Shock,San Francisco Shock,San Francisco Shock,3,0
2020-07-25 08:05:24,34821,Lijiang Tower,Seoul Dynasty,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,2,0
2020-07-25 08:23:14,34821,Eichenwalde,Chengdu Hunters,Seoul Dynasty,Chengdu Hunters,Seoul Dynasty,3,1
2020-07-25 08:51:40,34821,Volskaya Industries,Chengdu Hunters,Seoul Dynasty,Chengdu Hunters,Chengdu Hunters,2,1
2020-07-25 09:09:20,34821,Watchpoint: Gibraltar,Chengdu Hunters,Seoul Dynasty,Chengdu Hunters,Seoul Dynasty,2,1
2020-07-25 09:30:33,34821,Busan,Seoul Dynasty,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,2,0
2020-07-25 09:54:42,34813,Oasis,Shanghai Dragons,London Spitfire,Shanghai Dragons,Shanghai Dragons,2,0
2020-07-25 10:13:08,34813,Numbani,London Spitfire,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,1
2020-07-25 10:40:17,34813,Temple of Anubis,London Spitfire,Shanghai Dragons,Shanghai Dragons,London Spitfire,2,1
2020-07-25 11:03:42,34813,Havana,London Spitfire,Shanghai Dragons,Shanghai Dragons,London Spitfire,3,2
2020-07-25 11:29:09,34813,Nepal,Shanghai Dragons,London Spitfire,Shanghai Dragons,Shanghai Dragons,2,0
2020-07-25 11:54:33,34812,Lijiang Tower,New York Excelsior,Guangzhou Charge,New York Excelsior,New York Excelsior,2,0
2020-07-25 12:10:52,34812,King's Row,New York Excelsior,Guangzhou Charge,New York Excelsior,New York Excelsior,3,2
2020-07-25 12:39:54,34812,Hanamura,Guangzhou Charge,New York Excelsior,New York Excelsior,New York Excelsior,3,2
2020-07-25 19:09:25,34811,Busan,San Francisco Shock,Vancouver Titans,San Francisco Shock,San Francisco Shock,2,0
2020-07-25 19:25:22,34811,King's Row,San Francisco Shock,Vancouver Titans,San Francisco Shock,San Francisco Shock,1,0
2020-07-25 19:52:33,34811,Hanamura,Vancouver Titans,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
2020-07-25 20:19:08,34810,Busan,Florida Mayhem,Washington Justice,Florida Mayhem,Florida Mayhem,2,0
2020-07-25 20:33:19,34810,King's Row,Washington Justice,Florida Mayhem,Florida Mayhem,Florida Mayhem,3,1
2020-07-25 21:05:58,34810,Temple of Anubis,Florida Mayhem,Washington Justice,Florida Mayhem,Florida Mayhem,3,2
2020-07-25 21:44:33,34809,Lijiang Tower,Boston Uprising,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,0
2020-07-25 21:58:51,34809,Numbani,Boston Uprising,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,0
2020-07-25 22:30:07,34809,Temple of Anubis,Boston Uprising,Dallas Fuel,Dallas Fuel,Boston Uprising,3,2
2020-07-25 22:53:47,34809,Havana,Dallas Fuel,Boston Uprising,Dallas Fuel,Dallas Fuel,4,3
2020-07-26 00:25:53,34808,Nepal,Philadelphia Fusion,Los Angeles Gladiators,Philadelphia Fusion,Los Angeles Gladiators,2,0
2020-07-26 00:46:39,34808,Eichenwalde,Philadelphia Fusion,Los Angeles Gladiators,Philadelphia Fusion,Los Angeles Gladiators,3,2
2020-07-26 01:21:29,34808,Volskaya Industries,Los Angeles Gladiators,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,4,3
2020-07-26 01:46:48,34808,Route 66,Los Angeles Gladiators,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,1
2020-07-26 02:13:08,34808,Lijiang Tower,Philadelphia Fusion,Los Angeles Gladiators,Philadelphia Fusion,Philadelphia Fusion,2,0
2020-07-26 08:06:41,34807,Oasis,Chengdu Hunters,Hangzhou Spark,Chengdu Hunters,Chengdu Hunters,2,0
2020-07-26 08:22:55,34807,King's Row,Hangzhou Spark,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,3,2
2020-07-26 08:49:05,34807,Hanamura,Hangzhou Spark,Chengdu Hunters,Chengdu Hunters,Chengdu Hunters,1,0
2020-07-26 09:17:49,34806,Ilios,Shanghai Dragons,Seoul Dynasty,Shanghai Dragons,Shanghai Dragons,2,0
2020-07-26 09:34:09,34806,Numbani,Seoul Dynasty,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,5,4
2020-07-26 10:11:49,34806,Hanamura,Seoul Dynasty,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,2
2020-07-26 19:07:22,34805,Busan,Los Angeles Gladiators,Paris Eternal,Paris Eternal,Paris Eternal,2,0
2020-07-26 19:30:55,34805,Eichenwalde,Los Angeles Gladiators,Paris Eternal,Paris Eternal,Paris Eternal,2,1
2020-07-26 20:03:09,34805,Volskaya Industries,Paris Eternal,Los Angeles Gladiators,Paris Eternal,Paris Eternal,3,2
2020-07-26 20:44:07,34804,Nepal,Toronto Defiant,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,1
2020-07-26 21:04:50,34804,Numbani,Toronto Defiant,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,0
2020-07-26 21:31:40,34804,Volskaya Industries,Toronto Defiant,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,1
2020-07-26 22:02:32,34803,Busan,Washington Justice,Houston Outlaws,Washington Justice,Houston Outlaws,2,0
2020-07-26 22:18:11,34803,King's Row,Houston Outlaws,Washington Justice,Washington Justice,Washington Justice,4,3
2020-07-26 22:48:30,34803,Temple of Anubis,Houston Outlaws,Washington Justice,Washington Justice,Washington Justice,2,1
2020-07-26 23:06:32,34803,Watchpoint: Gibraltar,Houston Outlaws,Washington Justice,Washington Justice,Washington Justice,4,3
2020-07-31 19:02:30,34802,Ilios,Dallas Fuel,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,0
2020-07-31 19:15:50,34802,Watchpoint: Gibraltar,Dallas Fuel,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,1
2020-07-31 19:40:30,34802,King's Row,Philadelphia Fusion,Dallas Fuel,Philadelphia Fusion,Philadelphia Fusion,1,0
2020-07-31 20:05:21,34801,Nepal,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,2,0
2020-07-31 20:20:13,34801,Watchpoint: Gibraltar,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Houston Outlaws,2,1
2020-07-31 20:45:53,34801,King's Row,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Houston Outlaws,2,1
2020-07-31 21:06:18,34801,Volskaya Industries,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,0
2020-07-31 21:19:46,34801,Lijiang Tower,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,2,1
2020-08-01 08:05:44,34793,Oasis,Seoul Dynasty,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,1
2020-08-01 08:32:01,34793,Havana,Guangzhou Charge,Seoul Dynasty,Guangzhou Charge,Seoul Dynasty,2,1
2020-08-01 09:02:26,34793,Eichenwalde,Seoul Dynasty,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,1
2020-08-01 09:24:12,34793,Volskaya Industries,Guangzhou Charge,Seoul Dynasty,Guangzhou Charge,draw,3,3
2020-08-01 09:50:44,34793,Nepal,Seoul Dynasty,Guangzhou Charge,Guangzhou Charge,Guangzhou Charge,2,0
2020-08-01 10:11:40,34792,Ilios,London Spitfire,Hangzhou Spark,Hangzhou Spark,Hangzhou Spark,2,0
2020-08-01 10:29:13,34792,Route 66,Hangzhou Spark,London Spitfire,Hangzhou Spark,Hangzhou Spark,5,4
2020-08-01 11:07:05,34792,Eichenwalde,Hangzhou Spark,London Spitfire,Hangzhou Spark,Hangzhou Spark,3,2
2020-08-01 11:36:50,34791,Busan,New York Excelsior,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,2,0
2020-08-01 11:52:02,34791,Route 66,Shanghai Dragons,New York Excelsior,Shanghai Dragons,New York Excelsior,2,1
2020-08-01 12:21:35,34791,Eichenwalde,New York Excelsior,Shanghai Dragons,Shanghai Dragons,Shanghai Dragons,3,1
2020-08-01 12:43:20,34791,Volskaya Industries,Shanghai Dragons,New York Excelsior,Shanghai Dragons,Shanghai Dragons,4,3
2020-08-01 19:10:18,34783,Oasis,Paris Eternal,Washington Justice,Paris Eternal,Washington Justice,2,1
2020-08-01 19:34:34,34783,Route 66,Paris Eternal,Washington Justice,Paris Eternal,Paris Eternal,1,0
2020-08-01 19:59:33,34783,Numbani,Washington Justice,Paris Eternal,Paris Eternal,Paris Eternal,3,2
2020-08-01 20:22:51,34783,Hanamura,Washington Justice,Paris Eternal,Paris Eternal,Paris Eternal,2,1
2020-08-01 20:59:57,34782,Nepal,Toronto Defiant,Vancouver Titans,Toronto Defiant,Toronto Defiant,2,1
2020-08-01 21:20:03,34782,Havana,Vancouver Titans,Toronto Defiant,Toronto Defiant,Toronto Defiant,3,2
2020-08-01 21:53:50,34782,Numbani,Vancouver Titans,Toronto Defiant,Toronto Defiant,Vancouver Titans,2,1
2020-08-01 22:15:15,34782,Volskaya Industries,Toronto Defiant,Vancouver Titans,Toronto Defiant,Vancouver Titans,6,5
2020-08-01 22:42:47,34782,Lijiang Tower,Toronto Defiant,Vancouver Titans,Toronto Defiant,Toronto Defiant,2,0
2020-08-01 23:08:20,34781,Nepal,Houston Outlaws,San Francisco Shock,San Francisco Shock,San Francisco Shock,2,0
2020-08-01 23:26:25,34781,Watchpoint: Gibraltar,San Francisco Shock,Houston Outlaws,San Francisco Shock,San Francisco Shock,2,1
2020-08-01 23:58:06,34781,King's Row,Houston Outlaws,San Francisco Shock,San Francisco Shock,San Francisco Shock,4,3
2020-08-02 19:07:59,34780,Nepal,Dallas Fuel,Atlanta Reign,Atlanta Reign,Atlanta Reign,2,0
2020-08-02 19:23:13,34780,Watchpoint: Gibraltar,Atlanta Reign,Dallas Fuel,Atlanta Reign,Atlanta Reign,1,0
2020-08-02 19:49:08,34780,Numbani,Atlanta Reign,Dallas Fuel,Atlanta Reign,Dallas Fuel,4,3
2020-08-02 20:18:36,34780,Hanamura,Atlanta Reign,Dallas Fuel,Atlanta Reign,Atlanta Reign,1,0
2020-08-02 20:39:47,34779,Lijiang Tower,Los Angeles Gladiators,Florida Mayhem,Florida Mayhem,Los Angeles Gladiators,2,1
2020-08-02 21:03:43,34779,Havana,Florida Mayhem,Los Angeles Gladiators,Florida Mayhem,Florida Mayhem,2,1
2020-08-02 21:33:35,34779,Numbani,Los Angeles Gladiators,Florida Mayhem,Florida Mayhem,Florida Mayhem,3,2
2020-08-02 21:58:50,34779,Hanamura,Florida Mayhem,Los Angeles Gladiators,Florida Mayhem,Florida Mayhem,6,5
2020-08-02 22:40:02,34778,Busan,Philadelphia Fusion,Los Angeles Valiant,Philadelphia Fusion,Philadelphia Fusion,2,0
2020-08-02 22:56:11,34778,Watchpoint: Gibraltar,Los Angeles Valiant,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,3,1
2020-08-02 23:26:23,34778,Eichenwalde,Los Angeles Valiant,Philadelphia Fusion,Philadelphia Fusion,Philadelphia Fusion,2,1
2020-08-02 23:57:40,34895,Oasis,Boston Uprising,Vancouver Titans,Vancouver Titans,Vancouver Titans,2,1
2020-08-03 00:16:28,34895,King's Row,Vancouver Titans,Boston Uprising,Vancouver Titans,Vancouver Titans,5,4
2020-08-03 00:53:04,34895,Hanamura,Vancouver Titans,Boston Uprising,Vancouver Titans,Vancouver Titans,3,2
2020-08-07 19:09:04,34894,Lijiang Tower,Vancouver Titans,Atlanta Reign,Atlanta Reign,Atlanta Reign,2,0
2020-08-07 19:24:44,34894,Numbani,Atlanta Reign,Vancouver Titans,Atlanta Reign,Atlanta Reign,3,2
2020-08-07 19:57:46,34894,Temple of Anubis,Atlanta Reign,Vancouver Titans,Atlanta Reign,Atlanta Reign,1,0
2020-08-07 20:21:28,34893,Lijiang Tower,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,Los Angeles Valiant,2,1
2020-08-07 20:43:18,34893,Numbani,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,1,0
2020-08-07 21:07:20,34893,Hanamura,Los Angeles Valiant,Houston Outlaws,Los Angeles Valiant,Los Angeles Valiant,2,1
2020-08-07 21:43:11,34892,Lijiang Tower,Washington Justice,Dallas Fuel,Dallas Fuel,Washington Justice,2,0
2020-08-07 21:59:30,34892,King's Row,Dallas Fuel,Washington Justice,Dallas Fuel,Dallas Fuel,2,1
2020-08-07 22:26:54,34892,Temple of Anubis,Washington Justice,Dallas Fuel,Dallas Fuel,Dallas Fuel,3,2
2020-08-07 22:53:17,34892,Watchpoint: Gibraltar,Washington Justice,Dallas Fuel,Dallas Fuel,Washington Justice,1,0
2020-08-07 23:06:21,34892,Nepal,Washington Justice,Dallas Fuel,Dallas Fuel,Dallas Fuel,2,1
2020-08-07 23:37:16,34891,Lijiang Tower,Los Angeles Gladiators,Toronto Defiant,Los Angeles Gladiators,Los Angeles Gladiators,2,0
2020-08-07 23:53:08,34891,King's Row,Toronto Defiant,Los Angeles Gladiators,Los Angeles Gladiators,Toronto Defiant,5,4
